,觀測時間(day),測站氣壓(hPa),海平面氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),露點溫度(℃),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),降水時數(hour),最大十分鐘降水量(mm),最大十分鐘降水量起始時間(LST),最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間(LST),日照時數(hour),日照率(%),全天空日射量(MJ/㎡),能見度(km),A型蒸發量(mm),日最高紫外線指數,日最高紫外線指數時間(LST),總雲量(0~10)
6699,20180506,1010.9,1012.0,1014.0,2018-05-06 00:01,1008.6,2018-05-06 15:52,28.8,33.8,2018-05-06 11:59,25.2,2018-05-06 05:45,22.4,69,52,2018-05-06 12:03,3.7,200,12.4,220,2018-05-06 14:29,0.0,0.0,0.0,...,0.0,...,8.9,68.2,22.91,...,...,...,...,...
6700,20180507,1008.2,1009.3,1010.0,2018-05-07 08:29,1006.1,2018-05-07 17:13,29.6,34.0,2018-05-07 13:46,26.4,2018-05-07 04:38,22.8,68,51,2018-05-07 13:42,3.0,200,9.9,230,2018-05-07 14:07,0.0,0.0,0.0,...,0.0,...,3.2,24.5,16.52,...,...,...,...,...
6701,20180508,1008.0,1009.1,1010.4,2018-05-08 22:18,1005.7,2018-05-08 02:59,27.1,31.6,2018-05-08 13:29,23.5,2018-05-08 04:45,22.5,76,62,2018-05-08 14:18,2.2,170,9.8,130,2018-05-08 09:02,56.5,1.7,16.5,2018-05-08 03:27,36.5,2018-05-08 03:26,2.2,16.8,12.34,...,...,...,...,...
6702,20180509,1012.1,1013.2,1014.8,2018-05-09 22:25,1008.8,2018-05-09 02:06,25.0,27.4,2018-05-09 15:45,21.9,2018-05-09 04:28,21.7,82,72,2018-05-09 00:16,1.7,360,8.9,150,2018-05-09 04:00,62.0,2.5,12.5,2018-05-09 02:33,30.0,2018-05-09 02:30,0.1,0.8,7.28,...,...,...,...,...
6703,20180510,1013.3,1014.4,1014.8,2018-05-10 08:42,1011.6,2018-05-10 16:03,26.1,30.6,2018-05-10 13:22,22.2,2018-05-10 06:08,20.8,73,61,2018-05-10 15:35,1.9,330,7.4,220,2018-05-10 14:11,0.0,0.0,0.0,...,0.0,...,8.9,67.9,22.50,...,...,...,...,...
6704,20180511,1012.3,1013.4,1014.2,2018-05-11 07:27,1010.6,2018-05-11 16:07,26.3,30.3,2018-05-11 13:57,23.7,2018-05-11 03:35,20.5,71,53,2018-05-11 14:19,1.8,310,8.0,300,2018-05-11 14:51,0.0,0.0,0.0,...,0.0,...,8.7,66.2,25.18,...,...,...,...,...
6705,20180512,1010.5,1011.6,1012.1,2018-05-12 08:22,1008.4,2018-05-12 16:44,26.7,29.7,2018-05-12 13:43,24.6,2018-05-12 04:35,21.5,73,64,2018-05-12 16:45,1.7,300,7.3,280,2018-05-12 14:12,0.0,0.0,0.0,...,0.0,...,4.4,33.5,13.96,...,...,...,...,...
6706,20180513,1009.9,1011.0,1011.0,2018-05-13 08:52,1008.3,2018-05-13 16:58,27.5,31.2,2018-05-13 12:27,24.8,2018-05-13 05:09,21.9,71,61,2018-05-13 16:42,2.2,160,7.8,220,2018-05-13 13:23,0.0,0.0,0.0,...,0.0,...,7.2,54.7,20.07,...,...,...,...,...
6707,20180514,1009.4,1010.5,1011.3,2018-05-14 08:44,1007.5,2018-05-14 16:27,28.2,32.6,2018-05-14 14:18,24.5,2018-05-14 05:58,22.5,71,58,2018-05-14 11:57,2.0,230,8.9,230,2018-05-14 14:12,0.0,0.0,0.0,...,0.0,...,9.2,69.8,21.91,...,...,...,...,...
6708,20180515,1008.8,1009.9,1010.1,2018-05-15 09:13,1007.6,2018-05-15 15:50,29.3,33.8,2018-05-15 13:01,26.2,2018-05-15 04:45,23.4,71,54,2018-05-15 12:46,2.8,210,10.6,210,2018-05-15 14:24,0.0,0.0,0.0,...,0.0,...,10.6,80.3,25.79,...,...,...,...,...
6709,20180516,1007.9,1009.0,1009.4,2018-05-16 10:16,1006.5,2018-05-16 15:53,29.5,33.4,2018-05-16 12:58,26.8,2018-05-16 04:30,24.5,75,65,2018-05-16 12:34,3.6,210,11.9,210,2018-05-16 14:16,0.0,0.0,0.0,...,0.0,...,9.6,72.7,25.16,...,...,...,...,...
6710,20180517,1007.4,1008.5,1008.9,2018-05-17 08:37,1005.9,2018-05-17 17:15,29.2,33.4,2018-05-17 12:37,26.8,2018-05-17 05:37,24.2,75,60,2018-05-17 10:19,3.0,170,9.0,250,2018-05-17 15:28,0.0,0.0,0.0,...,0.0,...,10.5,79.4,26.11,...,...,...,...,...
6711,20180518,1006.8,1007.9,1008.5,2018-05-18 09:34,1005.5,2018-05-18 15:38,28.8,32.6,2018-05-18 13:31,26.3,2018-05-18 03:28,23.1,72,59,2018-05-18 13:17,2.3,240,9.0,210,2018-05-18 11:51,0.0,0.0,0.0,...,0.0,...,11.0,83.1,25.72,...,...,...,...,...
6712,20180519,1007.0,1008.1,1008.5,2018-05-19 09:08,1005.2,2018-05-19 16:22,29.1,32.8,2018-05-19 11:18,26.0,2018-05-19 05:06,23.2,71,60,2018-05-19 12:06,2.3,250,8.4,240,2018-05-19 12:51,0.0,0.0,0.0,...,0.0,...,11.2,84.5,26.89,...,...,...,...,...
6713,20180520,1007.7,1008.8,1009.4,2018-05-20 08:51,1005.8,2018-05-20 03:05,29.3,33.3,2018-05-20 13:22,27.1,2018-05-20 04:26,23.4,71,60,2018-05-20 12:56,2.2,230,8.9,230,2018-05-20 13:54,0.0,0.0,0.0,...,0.0,...,7.7,58.0,23.39,...,...,...,...,...
6714,20180521,1008.6,1009.7,1010.2,2018-05-21 10:13,1007.2,2018-05-21 02:59,29.4,33.1,2018-05-21 13:39,27.3,2018-05-21 04:16,22.9,68,58,2018-05-21 15:36,2.2,300,7.8,290,2018-05-21 14:49,0.0,0.0,0.0,...,0.0,...,5.0,37.6,15.41,...,...,...,...,...
6715,20180522,1009.1,1010.2,1011.1,2018-05-22 08:44,1006.9,2018-05-22 17:15,29.7,34.6,2018-05-22 13:01,26.9,2018-05-22 02:24,22.8,67,50,2018-05-22 13:14,1.8,300,7.3,280,2018-05-22 14:31,0.0,0.0,0.0,...,0.0,...,8.6,64.7,21.85,...,...,...,...,...
6716,20180523,1008.7,1009.8,1010.0,2018-05-23 09:12,1007.0,2018-05-23 14:59,29.6,34.0,2018-05-23 11:57,26.8,2018-05-23 05:35,23.2,69,52,2018-05-23 14:36,2.4,360,9.2,230,2018-05-23 14:54,0.0,0.0,0.0,...,0.0,...,9.4,70.6,25.35,...,...,...,...,...
6717,20180524,1008.6,1009.7,1010.5,2018-05-24 09:30,1007.2,2018-05-24 17:24,29.6,33.9,2018-05-24 13:18,25.9,2018-05-24 05:21,22.9,68,56,2018-05-24 14:33,1.8,350,8.1,210,2018-05-24 15:08,0.0,0.0,0.0,...,0.0,...,6.4,48.0,19.81,...,...,...,...,...
6718,20180525,1007.3,1008.4,1009.3,2018-05-25 07:48,1005.0,2018-05-25 15:58,30.0,34.0,2018-05-25 12:18,27.8,2018-05-25 05:00,23.3,68,54,2018-05-25 12:18,2.8,230,9.8,240,2018-05-25 14:28,0.0,0.0,0.0,...,0.0,...,10.4,78.0,25.42,...,...,...,...,...
6719,20180526,1007.4,1008.5,1009.5,2018-05-26 09:27,1006.0,2018-05-26 18:03,29.7,33.3,2018-05-26 14:14,27.1,2018-05-26 05:05,23.4,70,50,2018-05-26 14:33,2.4,290,8.5,240,2018-05-26 11:37,0.0,0.0,0.0,...,0.0,...,10.4,77.9,26.59,...,...,...,...,...
6720,20180527,1008.0,1009.1,1009.5,2018-05-27 08:48,1005.8,2018-05-27 16:39,29.8,33.6,2018-05-27 13:29,26.5,2018-05-27 04:10,24.1,72,59,2018-05-27 12:59,2.2,240,8.4,240,2018-05-27 14:22,0.0,0.0,0.0,...,0.0,...,10.8,80.8,26.41,...,...,...,...,...
6721,20180528,1007.8,1008.9,1009.4,2018-05-28 22:47,1006.2,2018-05-28 16:22,30.4,34.5,2018-05-28 11:26,26.8,2018-05-28 05:10,24.7,72,54,2018-05-28 13:32,2.2,240,8.9,250,2018-05-28 13:59,0.0,0.0,0.0,...,0.0,...,11.0,82.3,27.39,...,...,...,...,...
6722,20180529,1008.9,1010.0,1010.7,2018-05-29 22:17,1006.8,2018-05-29 17:18,30.6,33.8,2018-05-29 11:23,27.8,2018-05-29 05:18,25.0,73,60,2018-05-29 13:35,2.6,250,8.4,250,2018-05-29 12:54,0.5,0.1,0.5,2018-05-29 04:49,0.5,2018-05-29 04:01,10.3,77.0,26.24,...,...,...,...,...
6723,20180530,1009.2,1010.3,1010.9,2018-05-30 22:57,1007.1,2018-05-30 15:56,30.7,34.4,2018-05-30 12:49,28.0,2018-05-30 05:42,24.6,70,53,2018-05-30 14:06,2.9,220,10.7,240,2018-05-30 13:38,0.0,0.0,0.0,...,0.0,...,9.0,67.2,23.27,...,...,...,...,...
6724,20180531,1008.7,1009.8,1010.2,2018-05-31 00:04,1007.0,2018-05-31 17:02,30.6,34.8,2018-05-31 12:33,27.8,2018-05-31 04:57,24.5,71,56,2018-05-31 12:17,2.8,240,8.7,280,2018-05-31 12:49,0.0,0.0,0.0,...,0.0,...,10.7,79.8,26.22,...,...,...,...,...
6725,20180601,1008.5,1009.6,1010.4,2018-06-01 22:24,1006.5,2018-06-01 15:09,29.6,33.7,2018-06-01 11:54,25.9,2018-06-01 23:56,23.9,72,59,2018-06-01 11:53,3.2,350,9.4,310,2018-06-01 12:56,0.0,0.0,0.0,...,0.0,...,8.2,61.1,21.38,...,...,...,...,...
6726,20180602,1008.6,1009.7,1010.0,2018-06-02 00:18,1007.0,2018-06-02 16:42,28.7,34.3,2018-06-02 13:11,24.6,2018-06-02 05:07,22.3,69,56,2018-06-02 13:47,2.3,340,7.4,280,2018-06-02 14:42,0.0,0.0,0.0,...,0.0,...,10.3,76.7,25.33,...,...,...,...,...
6727,20180603,1007.2,1008.3,1009.2,2018-06-03 00:01,1004.8,2018-06-03 16:43,29.4,34.8,2018-06-03 12:25,25.2,2018-06-03 05:37,22.6,67,51,2018-06-03 14:03,2.2,360,10.0,310,2018-06-03 15:02,0.0,0.0,0.0,...,0.0,...,10.3,76.7,25.19,...,...,...,...,...
6728,20180604,1007.4,1008.5,1009.3,2018-06-04 22:08,1005.6,2018-06-04 15:20,30.0,35.3,2018-06-04 12:50,26.8,2018-06-04 06:06,23.7,69,56,2018-06-04 13:54,2.1,360,10.0,240,2018-06-04 14:02,0.0,0.0,0.0,...,0.0,...,9.4,70.0,23.88,...,...,...,...,...
6729,20180605,1007.8,1008.9,1009.4,2018-06-05 21:49,1006.2,2018-06-05 15:57,30.6,35.9,2018-06-05 12:11,27.1,2018-06-05 04:51,23.8,68,52,2018-06-05 12:11,2.5,240,9.9,240,2018-06-05 15:04,0.0,0.0,0.0,...,0.0,...,9.6,71.4,23.57,...,...,...,...,...
6730,20180606,1007.0,1008.1,1008.3,2018-06-06 00:01,1005.0,2018-06-06 16:19,30.1,35.0,2018-06-06 12:39,26.1,2018-06-06 19:10,24.0,71,52,2018-06-06 15:02,1.9,240,8.6,220,2018-06-06 11:34,26.5,1.2,5.5,2018-06-06 18:30,22.5,2018-06-06 18:21,7.4,55.0,22.55,...,...,...,...,...
6731,20180607,1005.5,1006.6,1007.0,2018-06-07 00:01,1003.1,2018-06-07 15:24,29.5,33.9,2018-06-07 12:51,26.8,2018-06-07 03:43,24.3,74,64,2018-06-07 14:15,1.5,300,8.1,320,2018-06-07 15:49,0.0,0.0,0.0,...,0.0,...,7.1,52.7,20.81,...,...,...,...,...
6732,20180608,1001.9,1003.0,1005.1,2018-06-08 00:04,999.8,2018-06-08 15:47,29.4,33.5,2018-06-08 12:28,26.2,2018-06-08 04:05,23.9,73,61,2018-06-08 14:57,2.1,330,8.6,240,2018-06-08 13:12,0.0,0.0,0.0,...,0.0,...,8.6,63.9,23.53,...,...,...,...,...
6733,20180609,999.2,1000.3,1000.5,2018-06-09 00:01,996.9,2018-06-09 15:04,30.4,34.9,2018-06-09 12:44,27.7,2018-06-09 03:43,24.8,73,55,2018-06-09 13:58,2.0,290,8.3,230,2018-06-09 12:53,0.0,0.0,0.0,...,0.0,...,9.6,71.3,26.26,...,...,...,...,...
6734,20180610,998.6,999.7,999.9,2018-06-10 00:01,996.9,2018-06-10 15:48,30.5,33.9,2018-06-10 10:21,27.5,2018-06-10 23:56,24.4,70,61,2018-06-10 10:18,2.8,210,9.3,220,2018-06-10 14:42,6.0,0.4,3.5,2018-06-10 23:35,6.0,2018-06-10 23:12,7.5,55.6,20.46,...,...,...,...,...
6735,20180611,999.6,1000.7,1002.8,2018-06-11 23:08,997.4,2018-06-11 02:37,28.4,31.8,2018-06-11 14:56,26.6,2018-06-11 01:05,24.5,80,69,2018-06-11 15:40,2.7,150,8.2,10,2018-06-11 10:38,4.0,0.7,1.5,2018-06-11 07:01,1.5,2018-06-11 07:01,4.1,30.4,12.53,...,...,...,...,...
6736,20180612,1001.7,1002.8,1003.5,2018-06-12 09:08,1000.4,2018-06-12 16:03,29.2,32.8,2018-06-12 11:55,26.6,2018-06-12 05:26,23.0,69,58,2018-06-12 16:59,2.1,240,8.7,220,2018-06-12 13:55,0.0,0.0,0.0,...,0.0,...,8.6,63.8,22.17,...,...,...,...,...
6737,20180613,998.1,999.2,1000.9,2018-06-13 00:01,995.9,2018-06-13 16:21,29.9,34.3,2018-06-13 13:55,26.0,2018-06-13 04:59,22.8,66,53,2018-06-13 14:15,2.7,360,8.5,350,2018-06-13 08:52,0.0,0.0,0.0,...,0.0,...,7.3,54.1,21.01,...,...,...,...,...
6738,20180614,994.6,995.7,997.0,2018-06-14 00:01,992.9,2018-06-14 19:58,27.5,31.0,2018-06-14 08:25,24.8,2018-06-14 22:05,23.7,80,68,2018-06-14 08:04,3.3,120,13.9,50,2018-06-14 21:40,71.0,3.0,10.0,2018-06-14 21:11,41.0,2018-06-14 21:07,2.0,14.8,10.71,...,...,...,...,...
6739,20180615,996.3,997.4,1001.2,2018-06-15 22:16,992.0,2018-06-15 03:02,26.7,29.1,2018-06-15 13:02,24.8,2018-06-15 08:18,23.1,81,72,2018-06-15 16:09,3.8,340,12.6,110,2018-06-15 03:16,28.0,2.3,5.0,2018-06-15 07:46,17.5,2018-06-15 07:09,0.0,0.0,4.43,...,...,...,...,...
6740,20180616,1001.9,1003.0,1003.9,2018-06-16 22:16,999.8,2018-06-16 02:28,26.9,31.4,2018-06-16 13:19,24.9,2018-06-16 19:02,23.1,80,68,2018-06-16 10:53,2.9,360,12.7,160,2018-06-16 18:05,7.5,0.6,3.0,2018-06-16 18:52,6.5,2018-06-16 18:04,0.4,3.0,8.40,...,...,...,...,...
6741,20180617,1003.1,1004.2,1004.4,2018-06-17 23:41,1001.8,2018-06-17 01:57,26.3,29.7,2018-06-17 10:31,24.6,2018-06-17 18:53,23.3,84,72,2018-06-17 10:22,3.3,150,15.9,170,2018-06-17 23:45,34.5,2.9,5.5,2018-06-17 18:04,13.5,2018-06-17 17:49,0.0,0.0,7.64,...,...,...,...,...
6742,20180618,1003.2,1004.3,1005.2,2018-06-18 21:36,1001.7,2018-06-18 13:46,26.1,29.1,2018-06-18 13:41,24.4,2018-06-18 00:39,23.5,86,78,2018-06-18 13:37,4.8,150,16.4,210,2018-06-18 14:06,40.0,2.8,6.5,2018-06-18 15:37,11.0,2018-06-18 15:19,0.0,0.0,4.12,...,...,...,...,...
6743,20180619,1005.5,1006.6,1007.8,2018-06-19 21:22,1003.2,2018-06-19 02:25,25.0,26.5,2018-06-19 10:41,24.2,2018-06-19 23:17,23.0,89,86,2018-06-19 00:01,3.5,150,12.3,240,2018-06-19 02:33,104.5,18.2,9.5,2018-06-19 00:17,28.0,2018-06-19 00:01,0.0,0.0,1.87,...,...,...,...,...
6744,20180620,1006.4,1007.5,1008.0,2018-06-20 09:29,1005.0,2018-06-20 16:31,25.3,28.3,2018-06-20 16:24,24.0,2018-06-20 03:28,23.2,88,79,2018-06-20 16:40,3.3,120,10.4,170,2018-06-20 17:47,138.5,10.5,10.0,2018-06-20 07:51,29.5,2018-06-20 09:07,0.3,2.2,4.49,...,...,...,...,...
6745,20180621,1006.6,1007.7,1007.6,2018-06-21 06:45,1005.4,2018-06-21 18:39,26.2,30.3,2018-06-21 11:00,25.0,2018-06-21 04:56,23.7,86,78,2018-06-21 10:54,2.1,140,8.9,220,2018-06-21 11:29,14.5,2.4,2.0,2018-06-21 07:01,7.0,2018-06-21 06:14,0.2,1.5,5.01,...,...,...,...,...
6746,20180622,1007.1,1008.2,1008.4,2018-06-22 22:03,1005.6,2018-06-22 16:27,27.4,31.8,2018-06-22 10:58,25.1,2018-06-22 03:36,24.2,83,73,2018-06-22 09:47,2.9,160,10.1,200,2018-06-22 11:34,23.0,1.2,9.5,2018-06-22 19:06,21.5,2018-06-22 18:30,2.6,19.2,11.95,...,...,...,...,...
6747,20180623,1007.6,1008.7,1008.9,2018-06-23 22:27,1006.4,2018-06-23 14:46,28.1,32.1,2018-06-23 14:38,25.4,2018-06-23 04:50,24.5,81,64,2018-06-23 14:38,2.7,150,13.9,150,2018-06-23 08:01,4.5,0.5,2.5,2018-06-23 07:51,4.5,2018-06-23 07:03,4.3,31.8,15.14,...,...,...,...,...
6748,20180624,1008.7,1009.8,1010.3,2018-06-24 22:36,1007.6,2018-06-24 16:47,28.8,32.1,2018-06-24 14:03,26.3,2018-06-24 03:43,24.6,78,70,2018-06-24 11:25,2.2,150,7.2,280,2018-06-24 14:51,0.0,0.0,0.0,...,0.0,...,3.6,26.7,16.40,...,...,...,...,...
6749,20180625,1009.6,1010.7,1011.2,2018-06-25 22:17,1007.8,2018-06-25 17:57,29.4,33.5,2018-06-25 11:15,26.3,2018-06-25 05:07,24.1,74,60,2018-06-25 10:20,2.5,220,9.4,230,2018-06-25 15:05,0.0,0.0,0.0,...,0.0,...,9.0,66.6,25.15,...,...,...,...,...
6750,20180626,1009.8,1010.9,1010.7,2018-06-26 00:01,1008.6,2018-06-26 15:26,29.4,32.9,2018-06-26 12:30,26.1,2018-06-26 05:28,23.9,72,64,2018-06-26 15:03,2.0,300,8.2,280,2018-06-26 12:58,0.0,0.0,0.0,...,0.0,...,7.8,57.8,22.72,...,...,...,...,...
6751,20180627,1008.6,1009.7,1010.1,2018-06-27 00:01,1007.0,2018-06-27 14:40,28.5,32.4,2018-06-27 13:56,26.2,2018-06-27 17:05,23.8,76,66,2018-06-27 00:20,2.0,130,8.3,260,2018-06-27 13:52,1.0,0.5,0.5,2018-06-27 15:38,1.0,2018-06-27 15:10,4.8,35.6,15.91,...,...,...,...,...
6752,20180628,1006.0,1007.1,1008.4,2018-06-28 00:04,1004.0,2018-06-28 17:46,29.0,33.1,2018-06-28 13:32,25.3,2018-06-28 05:34,23.8,74,62,2018-06-28 12:30,2.3,230,9.6,220,2018-06-28 14:18,0.0,0.0,0.0,...,0.0,...,7.9,59.3,21.99,...,...,...,...,...
6753,20180629,1003.3,1004.4,1005.1,2018-06-29 00:01,1001.4,2018-06-29 16:07,29.1,33.3,2018-06-29 12:54,26.6,2018-06-29 03:40,23.8,73,63,2018-06-29 11:55,2.5,240,8.3,240,2018-06-29 16:09,T,0.1,T,2018-06-29 10:04,T,2018-06-29 10:04,9.5,70.4,23.94,...,...,...,...,...
6754,20180630,1003.5,1004.6,1005.1,2018-06-30 21:36,1001.8,2018-06-30 15:30,29.1,32.9,2018-06-30 13:57,26.6,2018-06-30 20:19,24.0,74,65,2018-06-30 12:46,1.9,270,7.9,290,2018-06-30 14:07,0.0,0.0,0.0,...,0.0,...,6.4,47.4,18.04,...,...,...,...,...
6755,20180701,1003.6,1004.7,1005.2,2018-07-01 22:10,1001.7,2018-07-01 16:09,28.3,33.2,2018-07-01 13:51,25.6,2018-07-01 06:39,24.0,78,68,2018-07-01 13:38,2.7,250,13.4,240,2018-07-01 16:11,7.5,0.5,6.0,2018-07-01 06:27,7.5,2018-07-01 06:01,4.9,36.3,21.71,...,...,...,...,...
6756,20180702,1003.5,1004.6,1004.8,2018-07-02 22:16,1002.5,2018-07-02 03:01,25.3,26.7,2018-07-02 16:20,24.3,2018-07-02 11:25,23.0,87,80,2018-07-02 01:22,2.2,110,13.4,120,2018-07-02 07:43,93.5,4.9,11.5,2018-07-02 04:05,35.0,2018-07-02 03:14,0.0,0.0,0.85,...,...,...,...,...
6757,20180703,1003.4,1004.5,1004.5,2018-07-03 08:00,1001.8,2018-07-03 17:00,26.4,31.4,2018-07-03 14:02,24.3,2018-07-03 04:49,23.9,86,76,2018-07-03 15:08,2.6,130,10.0,100,2018-07-03 17:38,55.5,3.0,10.5,2018-07-03 01:27,17.5,2018-07-03 20:54,2.3,17.1,11.87,...,...,...,...,...
6758,20180704,1003.1,1004.2,1004.8,2018-07-04 08:27,1001.6,2018-07-04 16:28,26.5,29.7,2018-07-04 16:41,24.5,2018-07-04 06:26,23.8,86,75,2018-07-04 16:30,2.4,120,7.6,200,2018-07-04 05:26,41.5,2.9,11.5,2018-07-04 17:39,17.5,2018-07-04 17:01,0.7,5.2,9.18,...,...,...,...,...
6759,20180705,1003.1,1004.2,1004.5,2018-07-05 09:02,1002.0,2018-07-05 05:09,27.1,29.9,2018-07-05 14:46,24.8,2018-07-05 09:41,23.9,83,72,2018-07-05 16:41,2.6,150,9.4,110,2018-07-05 09:34,26.5,3.4,5.0,2018-07-05 05:01,8.0,2018-07-05 02:42,0.2,1.5,8.23,...,...,...,...,...
6760,20180706,1003.1,1004.2,1004.8,2018-07-06 08:25,1001.7,2018-07-06 01:42,27.7,32.0,2018-07-06 13:14,24.2,2018-07-06 06:13,23.5,78,65,2018-07-06 12:58,2.9,140,9.9,290,2018-07-06 05:34,14.0,1.2,5.0,2018-07-06 06:01,13.5,2018-07-06 05:46,1.4,10.4,13.91,...,...,...,...,...
6761,20180707,1003.8,1004.9,1005.5,2018-07-07 20:58,1002.4,2018-07-07 14:16,28.5,32.8,2018-07-07 12:23,25.9,2018-07-07 23:44,23.6,75,64,2018-07-07 12:19,3.3,150,11.1,240,2018-07-07 15:04,0.0,0.0,0.0,...,0.0,...,4.5,33.5,16.62,...,...,...,...,...
6762,20180708,1004.7,1005.8,1006.4,2018-07-08 21:36,1003.3,2018-07-08 14:45,28.4,34.3,2018-07-08 11:56,25.1,2018-07-08 05:21,23.2,74,58,2018-07-08 11:57,1.6,10,11.6,170,2018-07-08 15:40,3.0,0.4,2.0,2018-07-08 15:46,3.0,2018-07-08 15:45,7.1,52.8,22.28,...,...,...,...,...
6763,20180709,1005.0,1006.1,1006.8,2018-07-09 08:37,1003.0,2018-07-09 17:12,29.7,34.4,2018-07-09 12:54,25.5,2018-07-09 05:38,24.2,73,58,2018-07-09 12:30,2.4,330,9.6,330,2018-07-09 14:41,0.0,0.0,0.0,...,0.0,...,10.2,75.9,25.25,...,...,...,...,...
6764,20180710,1001.8,1002.9,1005.3,2018-07-10 00:06,999.1,2018-07-10 23:58,29.3,33.1,2018-07-10 14:45,27.4,2018-07-10 03:51,24.7,77,61,2018-07-10 14:18,3.0,350,12.6,360,2018-07-10 16:00,0.0,0.0,0.0,...,0.0,...,6.4,47.7,19.41,...,...,...,...,...
6765,20180711,1000.6,1001.7,1004.8,2018-07-11 22:17,997.3,2018-07-11 05:04,29.1,32.4,2018-07-11 11:32,26.6,2018-07-11 05:17,24.3,76,67,2018-07-11 13:21,3.9,200,11.8,210,2018-07-11 16:37,T,0.3,T,2018-07-11 01:39,T,2018-07-11 01:39,5.3,39.5,17.62,...,...,...,...,...
6766,20180712,1004.7,1005.8,1006.6,2018-07-12 23:07,1003.4,2018-07-12 02:54,28.0,31.6,2018-07-12 11:57,25.6,2018-07-12 19:28,24.1,80,71,2018-07-12 11:28,1.7,350,9.4,210,2018-07-12 19:01,3.5,0.9,1.0,2018-07-12 13:10,2.0,2018-07-12 13:10,1.6,11.9,10.62,...,...,...,...,...
6767,20180713,1005.1,1006.2,1006.1,2018-07-13 20:59,1003.8,2018-07-13 14:12,28.9,33.1,2018-07-13 13:45,26.0,2018-07-13 06:25,24.7,79,63,2018-07-13 13:45,2.5,340,9.3,290,2018-07-13 14:55,T,0.1,T,2018-07-13 06:25,T,2018-07-13 06:23,6.3,47.0,21.47,...,...,...,...,...
6768,20180714,1004.8,1005.9,1005.7,2018-07-14 00:07,1003.0,2018-07-14 15:35,28.4,33.6,2018-07-14 14:15,25.3,2018-07-14 17:51,23.8,77,66,2018-07-14 14:09,2.1,100,12.2,170,2018-07-14 16:49,0.0,0.0,0.0,...,0.0,...,8.0,62.7,23.26,...,...,...,...,...
6769,20180715,1004.3,1005.4,1005.8,2018-07-15 00:04,1003.2,2018-07-15 17:03,28.8,33.6,2018-07-15 13:27,26.0,2018-07-15 04:13,24.5,78,65,2018-07-15 15:37,1.7,260,7.0,250,2018-07-15 14:38,0.0,0.0,0.0,...,0.0,...,5.6,41.9,17.82,...,...,...,...,...
6770,20180716,1002.1,1003.2,1004.0,2018-07-16 00:01,1000.6,2018-07-16 17:28,29.7,34.6,2018-07-16 10:51,27.0,2018-07-16 05:34,25.0,76,57,2018-07-16 10:46,1.6,310,7.5,240,2018-07-16 12:37,0.0,0.0,0.0,2018-07-16 00:00,0.0,2018-07-16 00:00,5.4,40.4,19.85,...,...,...,...,...
6771,20180717,1001.1,1002.2,1002.5,2018-07-17 22:14,999.3,2018-07-17 15:57,30.8,35.9,2018-07-17 13:02,27.6,2018-07-17 05:20,25.1,73,54,2018-07-17 15:10,2.0,280,8.8,250,2018-07-17 13:46,0.0,0.0,0.0,2018-07-17 00:00,0.0,2018-07-17 00:00,10.0,74.9,24.71,...,...,...,...,...
6772,20180718,1002.8,1003.9,1004.7,2018-07-18 23:52,1001.2,2018-07-18 15:50,30.5,35.2,2018-07-18 13:22,27.9,2018-07-18 05:25,24.9,72,55,2018-07-18 14:20,2.4,250,9.4,250,2018-07-18 15:50,0.0,0.0,0.0,2018-07-18 00:00,0.0,2018-07-18 00:00,8.7,65.2,24.33,...,...,...,...,...
6773,20180719,1004.3,1005.4,1006.0,2018-07-19 21:14,1002.6,2018-07-19 15:17,29.3,34.3,2018-07-19 10:55,25.6,2018-07-19 19:37,24.5,76,62,2018-07-19 10:55,2.4,140,9.9,170,2018-07-19 18:58,4.0,0.9,1.5,2018-07-19 19:33,3.5,2018-07-19 19:01,6.3,47.3,19.21,...,...,...,...,...
6774,20180720,1002.5,1003.6,1004.6,2018-07-20 00:12,1000.5,2018-07-20 15:05,28.5,33.1,2018-07-20 13:40,25.2,2018-07-20 23:05,24.6,80,62,2018-07-20 15:18,2.5,250,8.9,150,2018-07-20 23:23,28.0,2.0,6.5,2018-07-20 19:40,16.0,2018-07-20 19:30,8.5,63.8,24.16,...,...,...,...,...
6775,20180721,999.5,1000.6,1002.2,2018-07-21 00:01,997.0,2018-07-21 15:13,28.3,33.4,2018-07-21 13:20,25.0,2018-07-21 00:52,24.3,79,66,2018-07-21 12:53,1.9,250,8.7,90,2018-07-21 16:51,1.0,0.5,0.5,2018-07-21 00:37,1.0,2018-07-21 00:20,7.1,53.4,22.10,...,...,...,...,...
